,SID,WID,WORD,PARENT,RID,RELATION,lemma,upos,xpos,feats,deps,misc
231,13,14,mal,0.0,35.0,root,mal,NOUN,NN,{'Number': 'Sing'},,
232,13,15,olmuştu,14.0,13.0,cop,ol,AUX,VB,"{'Aspect': 'Perf', 'Evident': 'Nfh', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pqp'}",,{'SpaceAfter': 'No'}
233,13,16,.,14.0,33.0,punct,.,PUNCT,.,,,
234,14,1,Georgetown,4.0,26.0,nmod:poss,Georgetown,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
235,14,2,İş,3.0,29.0,obj,iş,NOUN,NN,{'Number': 'Sing'},,{'Proper': 'True'}
236,14,3,Geliştirme,4.0,26.0,nmod:poss,Geliştir,VERB,VN,"{'Aspect': 'Perf', 'Case': 'Nom', 'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Vnoun'}",,{'Proper': 'True'}
237,14,4,Bölgesi,5.0,26.0,nmod:poss,bölge,NOUN,NN,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,{'Proper': 'True'}
238,14,5,Başkanı,6.0,26.0,nmod,başkan,NOUN,NN,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
239,14,6,Joe,25.0,27.0,nsubj,Joe,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
240,14,7,Sternlieb,6.0,21.0,flat,Sternlieb,PROPN,PROPN,"{'Case': 'Nom', 'Number': 'Sing'}",,"{'Proper': 'True', 'SpaceAfter': 'No'}"
241,14,8,",",6.0,33.0,punct,",",PUNCT,",",,,
242,14,9,"""",13.0,33.0,punct,"""",PUNCT,``,,,{'SpaceAfter': 'No'}
243,14,10,Çok,11.0,3.0,advmod,çok,ADV,RB,,,
244,14,11,fazla,12.0,4.0,amod,fazla,ADJ,JJ,{'Number': 'Sing'},,
245,14,12,rekabete,13.0,29.0,obj,rekabet,NOUN,NN,"{'Case': 'Dat', 'Number': 'Sing'}",,
246,14,13,maruz,25.0,9.0,ccomp,maruz,ADJ,JJ,{'Number': 'Sing'},,
247,14,14,kalıyoruz,13.0,11.0,compound:lvc,kal,VERB,VB,"{'Aspect': 'Prog', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Pres'}",,
248,14,15,ve,22.0,8.0,cc,ve,CCONJ,CCONJ,,,
249,14,16,yeni,18.0,4.0,amod,yeni,ADJ,JJ,{'Number': 'Sing'},,
250,14,17,taşıma,18.0,26.0,nmod:poss,taşım,VERB,VN,"{'Aspect': 'Perf', 'Case': 'Nom', 'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Vnoun'}",,
251,14,18,sisteminin,21.0,27.0,nsubj,sistem,NOUN,NN,"{'Case': 'Gen', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
252,14,19,bu,20.0,16.0,det,bu,DET,DT,"{'Definite': 'Def', 'Polarity': 'Pos'}",,
253,14,20,durumu,21.0,29.0,obj,durum,NOUN,NN,"{'Case': 'Acc', 'Number': 'Sing'}",,
254,14,21,hafifletebileceğini,22.0,9.0,ccomp,hafifletebil,NOUN,VN,"{'Case': 'Acc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Polarity': 'Pos'}",,
255,14,22,düşünüyoruz,13.0,12.0,conj,düşün,VERB,VB,"{'Aspect': 'Prog', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Pres'}",,{'SpaceAfter': 'No'}
256,14,23,.,22.0,33.0,punct,_,PUNCT,.,,,{'SpaceAfter': 'No'}
257,14,24,"""",13.0,33.0,punct,_,PUNCT,'',,,
258,14,25,dedi,0.0,35.0,root,de,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
259,14,26,.,25.0,33.0,punct,.,PUNCT,.,,,
260,15,1,Fizibilite,2.0,26.0,nmod:poss,Fizibilite,NOUN,NN,{'Number': 'Sing'},,
261,15,2,çalışmasına,14.0,30.0,obl,çalış,VERB,VN,"{'Aspect': 'Perf', 'Case': 'Dat', 'Mood': 'Ind', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Tense': 'Pres', 'VerbForm': 'Vnoun'}",,
262,15,3,göre,2.0,7.0,case,göre,ADP,IN,,,
263,15,4,4,5.0,28.0,nummod,4,NUM,CD,{'Number': 'Sing'},,
264,15,5,yolcunun,10.0,27.0,nsubj,yolcu,NOUN,NN,"{'Case': 'Gen', 'Number': 'Sing'}",,
265,15,6,telesiyej,10.0,26.0,nmod,telesiyej,NOUN,NN,{'Number': 'Sing'},,
266,15,7,ile,6.0,7.0,case,ile,ADP,IN,,,
267,15,8,Potomac,10.0,29.0,obj,Potomac,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
268,15,9,Nehri'ni,8.0,21.0,flat,Nehri'n,NOUN,NN,"{'Case': 'Acc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,{'Proper': 'True'}
269,15,10,geçmesi,14.0,27.0,nsubj,geç,VERB,VN,"{'Aspect': 'Perf', 'Case': 'Nom', 'Mood': 'Ind', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Tense': 'Pres', 'VerbForm': 'Vnoun'}",,
270,15,11,yaklaşık,13.0,4.0,amod,yaklaşık,ADJ,JJ,{'Number': 'Sing'},,
271,15,12,dört,13.0,28.0,nummod,dört,NUM,CD,{'Number': 'Sing'},,
272,15,13,dakika,14.0,30.0,obl,dakika,NOUN,NN,{'Number': 'Sing'},,
273,15,14,sürmektedir,0.0,35.0,root,sür,VERB,VB,"{'Aspect': 'Prog', 'Mood': 'Gen', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres'}",,{'SpaceAfter': 'No'}
274,15,15,.,14.0,33.0,punct,.,PUNCT,.,,,
275,16,1,Görgü,2.0,26.0,nmod:poss,görgü,NOUN,NN,{'Number': 'Sing'},,
276,16,2,tanığı,9.0,27.0,nsubj,tanık,NOUN,NN,"{'Case': 'Nom', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,{'SpaceAfter': 'No'}
277,16,3,",",2.0,33.0,punct,",",PUNCT,",",,,
278,16,4,mağdurun,7.0,27.0,nsubj,mağdurun,NOUN,NN,"{'Case': 'Gen', 'Number': 'Sing'}",,
279,16,5,Nisan'da,7.0,30.0,obl,Nisan,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing'}",,
280,16,6,şüpheliye,7.0,29.0,obj,şüpheliye,NOUN,NN,"{'Case': 'Dat', 'Number': 'Sing'}",,
281,16,7,saldırdığını,9.0,9.0,ccomp,saldır,NOUN,VN,"{'Case': 'Acc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Polarity': 'Pos'}",,
282,16,8,polise,9.0,23.0,iobj,polise,NOUN,NN,"{'Case': 'Dat', 'Number': 'Sing'}",,
283,16,9,söyledi,0.0,35.0,root,söyle,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
284,16,10,.,9.0,33.0,punct,.,PUNCT,.,,,
285,17,1,Bu,2.0,16.0,det,bu,DET,DT,"{'Definite': 'Def', 'Polarity': 'Pos'}",,
286,17,2,noktada,11.0,30.0,obl,nokta,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing'}",,{'SpaceAfter': 'No'}
287,17,3,",",2.0,33.0,punct,",",PUNCT,",",,,
288,17,4,oyunlar,8.0,26.0,nmod:poss,oyun,NOUN,NN,{'Number': 'Plur'},,
289,17,5,ile,7.0,8.0,cc,ile,CCONJ,CCONJ,,,
290,17,6,günlük,7.0,4.0,amod,günlük,ADJ,JJ,{'Number': 'Sing'},,
291,17,7,yaşamımız,4.0,12.0,conj,yaşam,NOUN,NN,"{'Number': 'Sing', 'Number[psor]': 'Plur', 'Person[psor]': '1'}",,
292,17,8,arasında,11.0,30.0,obl,ara,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
293,17,9,bazı,10.0,16.0,det,bazı,DET,DT,"{'Definite': 'Ind', 'Polarity': 'Pos'}",,
294,17,10,benzerlikler,11.0,27.0,nsubj,benzerlik,NOUN,VN,"{'Case': 'Nom', 'Number': 'Plur'}",,
295,17,11,kurulabilir,0.0,35.0,root,kurulab,VERB,VB,"{'Aspect': 'Hab', 'Mood': 'GenPot', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'Voice': 'Pass'}",,{'SpaceAfter': 'No'}
296,17,12,.,11.0,33.0,punct,.,PUNCT,.,,,
297,18,1,Amerika,6.0,26.0,nmod:poss,Amerika,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
298,18,2,Birleşik,1.0,21.0,flat,Birleşik,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
299,18,3,Devletleri,1.0,21.0,flat,Devlet,PROPN,PROPN,"{'Number': 'Plur', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,{'Proper': 'True'}
300,18,4,Nüfus,5.0,26.0,nmod:poss,nüfus,NOUN,NN,{'Number': 'Sing'},,{'Proper': 'True'}
301,18,5,Sayım,6.0,26.0,nmod:poss,Sayı,NOUN,NN,{'Number': 'Sing'},,{'Proper': 'True'}
302,18,6,Bürosu'na,19.0,30.0,obl,Bürosu,NOUN,NN,"{'Case': 'Dat', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,{'Proper': 'True'}
303,18,7,göre,6.0,7.0,case,göre,ADP,IN,,,
305,18,8,1996'da,11.0,4.0,amod,1996,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing'}",,
306,18,9,ki,8.0,7.0,case,ki,ADP,JJ,,,
307,18,10,seçim,11.0,26.0,nmod:poss,seçim,NOUN,NN,{'Number': 'Sing'},,
308,18,11,gününden,19.0,30.0,obl,gün,NOUN,NN,"{'Case': 'Abl', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
309,18,12,önce,11.0,7.0,case,önce,ADP,IN,,,
310,18,13,oyların,14.0,26.0,nmod:poss,oy,NOUN,NN,"{'Case': 'Gen', 'Number': 'Plur'}",,
311,18,14,toplamının,18.0,26.0,nmod:poss,toplam,NOUN,NN,"{'Case': 'Gen', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
312,18,15,yalnızca,18.0,3.0,advmod,yalnızca,ADV,RB,,,
313,18,16,yüzde,18.0,28.0,nummod,yüz,NUM,NN,"{'Case': 'Loc', 'Number': 'Sing'}",,
314,18,17,on,16.0,11.0,compound,on,NUM,CD,{'Number': 'Sing'},,
315,18,18,biri,19.0,27.0,nsubj,biri,NOUN,NN,"{'Case': 'Nom', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
316,18,19,kullanılmıştı,0.0,35.0,root,kullan,VERB,VB,"{'Aspect': 'Perf', 'Evident': 'Nfh', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pqp', 'Voice': 'Pass'}",,{'SpaceAfter': 'No'}
317,18,20,;,27.0,33.0,punct,;,PUNCT,",",,,
318,18,21,bu,22.0,16.0,det,bu,DET,DT,"{'Definite': 'Def', 'Polarity': 'Pos'}",,
319,18,22,oran,27.0,27.0,nsubj,oran,NOUN,NN,"{'Case': 'Nom', 'Number': 'Sing'}",,
320,18,23,yıllarca,27.0,3.0,advmod,yıllarca,ADV,RB,,,
321,18,24,istikrarlı,26.0,4.0,amod,istikrarlı,ADJ,JJ,{'Number': 'Sing'},,
322,18,25,bir,26.0,16.0,det,bir,DET,DT,"{'Definite': 'Ind', 'Polarity': 'Pos'}",,
323,18,26,şekilde,27.0,30.0,obl,şekil,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing'}",,
324,18,27,yükseldi,19.0,12.0,conj,yüksel,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,
325,18,28,ve,34.0,8.0,cc,ve,CCONJ,CCONJ,,,
326,18,29,bu,30.0,16.0,det,bu,DET,DT,"{'Definite': 'Def', 'Polarity': 'Pos'}",,
327,18,30,sene,34.0,30.0,obl,sene,NOUN,NN,{'Number': 'Sing'},,
328,18,31,de,30.0,3.0,advmod:emph,de,ADV,RB,,,
329,18,32,yükselecek,34.0,2.0,advcl,yüksel,VERB,VN,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Fut'}",,
330,18,33,gibi,32.0,7.0,case,gibi,ADP,IN,,,
331,18,34,görünüyor,27.0,12.0,conj,görün,VERB,VB,"{'Aspect': 'Prog', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres'}",,{'SpaceAfter': 'No'}
332,18,35,.,34.0,33.0,punct,.,PUNCT,.,,,
333,19,1,Khanzir,7.0,27.0,nsubj,Khanzir,PROPN,PROPN,"{'Case': 'Nom', 'Number': 'Sing'}",,{'Proper': 'True'}
334,19,2,artık,7.0,3.0,advmod,artık,ADV,RB,,,
335,19,3,günümüzde,7.0,30.0,obl,gün,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing', 'Number[psor]': 'Plur', 'Person[psor]': '1'}",,
336,19,4,tek,5.0,4.0,amod,tek,ADJ,JJ,{'Number': 'Sing'},,
337,19,5,başına,7.0,29.0,obj,baş,NOUN,NN,"{'Case': 'Dat', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
338,19,6,kalmış,5.0,11.0,compound,kal,VERB,VB,"{'Aspect': 'Perf', 'Evident': 'Nfh', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,
339,19,7,olabilir,0.0,35.0,root,ol,VERB,VB,"{'Aspect': 'Hab', 'Mood': 'GenPot', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres'}",,
340,19,8,fakat,13.0,8.0,cc,fakat,ADV,RB,,,
341,19,9,o,13.0,27.0,nsubj,o,PRON,PRP,"{'Case': 'Nom', 'Definite': 'Def', 'Number': 'Sing', 'Polarity': 'Pos'}",,
342,19,10,eskiden,13.0,3.0,advmod,eski,ADV,RB,,,
343,19,11,yalnız,13.0,4.0,amod,yalnız,ADJ,JJ,{'Number': 'Sing'},,
344,19,12,bir,13.0,16.0,det,bir,DET,DT,"{'Definite': 'Ind', 'Polarity': 'Pos'}",,
345,19,13,domuz,7.0,12.0,conj,domuz,NOUN,NN,{'Number': 'Sing'},,
346,19,14,değildi,13.0,6.0,aux,değil,AUX,NOMP,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Polarity': 'Neg', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
347,19,15,.,13.0,33.0,punct,.,PUNCT,.,,,
348,20,1,Saqib,22.0,27.0,nsubj,Saqib,PROPN,PROPN,"{'Case': 'Nom', 'Number': 'Sing'}",,{'Proper': 'True'}
349,20,2,"""",20.0,33.0,punct,"""",PUNCT,``,,,{'SpaceAfter': 'No'}
350,20,3,Bir,4.0,28.0,nummod,bir,NUM,CD,"{'Definite': 'Ind', 'Number': 'Sing', 'Polarity': 'Pos'}",,
351,20,4,adet,5.0,10.0,clf,adet,NOUN,NN,{'Number': 'Sing'},,
352,20,5,domuz,7.0,27.0,nsubj,domuz,NOUN,NN,"{'Case': 'Nom', 'Number': 'Sing'}",,
353,20,6,da,5.0,3.0,advmod:emph,da,ADV,RB,,,
354,20,7,dahil,20.0,37.0,xcomp,dahil,NOUN,NN,{'Number': 'Sing'},,
355,20,8,olmak,7.0,13.0,cop,ol,AUX,VN,"{'Aspect': 'Perf', 'Case': 'Nom', 'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Vnoun'}",,
356,20,9,üzere,7.0,7.0,case,üzere,ADP,IN,,,{'SpaceAfter': 'No'}
357,20,10,",",7.0,33.0,punct,",",PUNCT,",",,,
358,20,11,diğer,12.0,16.0,det,diğer,DET,DT,"{'Definite': 'Def', 'Polarity': 'Pos'}",,
359,20,12,ülkelerden,20.0,30.0,obl,ülke,NOUN,NN,"{'Case': 'Abl', 'Number': 'Plur'}",,
360,20,13,hayvanat,14.0,26.0,nmod:poss,hayvanat,NOUN,NN,{'Number': 'Sing'},,
362,20,14,bahçesinde,16.0,4.0,amod,bahçe,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
363,20,15,ki,14.0,7.0,case,ki,ADP,JJ,,,
364,20,16,çeşitliliği,17.0,29.0,obj,çeşitlilik,NOUN,NN,"{'Case': 'Acc', 'Number': 'Sing'}",,
365,20,17,artırmak,20.0,37.0,xcomp,artır,VERB,VN,"{'Aspect': 'Perf', 'Case': 'Nom', 'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Vnoun'}",,
366,20,18,için,17.0,7.0,case,için,ADP,IN,,,
367,20,19,yardım,20.0,29.0,obj,yardım,NOUN,NN,{'Number': 'Sing'},,
368,20,20,istedik,22.0,9.0,ccomp,iste,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
369,20,21,"""",20.0,33.0,punct,"""",PUNCT,'',,,
370,20,22,dedi,0.0,35.0,root,de,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
371,20,23,.,22.0,33.0,punct,.,PUNCT,.,,,
372,21,1,Mr.,10.0,27.0,nsubj,_,NOUN,NN,{'Number': 'Sing'},,
373,21,2,Panvalkar,1.0,21.0,flat,Panvalkar,PROPN,PROPN,"{'Case': 'Nom', 'Number': 'Sing'}",,{'Proper': 'True'}
374,21,3,o,4.0,16.0,det,o,DET,DT,"{'Definite': 'Def', 'Polarity': 'Pos'}",,
375,21,4,an,9.0,30.0,obl,an,NOUN,NN,{'Number': 'Sing'},,
376,21,5,binayı,6.0,29.0,obj,bina,NOUN,NN,"{'Case': 'Acc', 'Number': 'Sing'}",,
377,21,6,terk,8.0,14.0,csubj,terk,NOUN,NN,{'Number': 'Sing'},,
378,21,7,etmeleri,6.0,11.0,compound:lvc,et,VERB,VN,"{'Aspect': 'Perf', 'Case': 'Nom', 'Mood': 'Ind', 'Number[psor]': 'Plur', 'Person[psor]': '3', 'Tense': 'Pres', 'VerbForm': 'Vnoun'}",,
379,21,8,gerektiğini,9.0,37.0,xcomp,gerek,NOUN,VN,"{'Case': 'Acc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Polarity': 'Pos'}",,
380,21,9,hissettiğini,10.0,37.0,xcomp,hisset,NOUN,VN,"{'Case': 'Acc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Polarity': 'Pos'}",,
381,21,10,söyledi,0.0,35.0,root,söyle,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
382,21,11,.,10.0,33.0,punct,.,PUNCT,.,,,
383,22,1,Aynı,2.0,4.0,amod,aynı,ADJ,JJ,{'Number': 'Sing'},,
384,22,2,zamanda,9.0,30.0,obl,zaman,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing'}",,
385,22,3,2,4.0,28.0,nummod,2,NUM,CD,"{'Number': 'Sing', 'NumType': 'Ord'}",,
387,22,4,yaşında,6.0,4.0,amod,yaş,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
388,22,5,ki,4.0,7.0,case,ki,ADP,JJ,,,
389,22,6,kızını,7.0,29.0,obj,kız,NOUN,NN,"{'Case': 'Acc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
390,22,7,öldürmeye,8.0,29.0,obj,öldür,VERB,VN,"{'Aspect': 'Perf', 'Case': 'Dat', 'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Vnoun'}",,
391,22,8,teşebbüsten,9.0,29.0,obj,teşebbüs,NOUN,NN,"{'Case': 'Abl', 'Number': 'Sing'}",,
392,22,9,suçlanıyordu,0.0,35.0,root,suçlan,VERB,VB,"{'Aspect': 'Prog', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'Voice': 'Pass'}",,{'SpaceAfter': 'No'}
393,22,10,.,9.0,33.0,punct,.,PUNCT,.,,,
394,23,1,Polis,2.0,26.0,nmod:poss,polis,NOUN,NN,{'Number': 'Sing'},,
395,23,2,memuru,25.0,27.0,nsubj,memur,NOUN,NN,"{'Case': 'Nom', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,{'SpaceAfter': 'No'}
396,23,3,:,2.0,33.0,punct,:,PUNCT,:,,,
397,23,4,"""",22.0,33.0,punct,"""",PUNCT,``,,,{'SpaceAfter': 'No'}
398,23,5,Oturma,6.0,26.0,nmod:poss,otur,VERB,VN,"{'Aspect': 'Perf', 'Case': 'Nom', 'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Vnoun'}",,
399,23,6,odasında,10.0,30.0,obl,oda,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
400,23,7,kafasını,10.0,29.0,obj,kafa,NOUN,NN,"{'Case': 'Acc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
401,23,8,şişme,9.0,26.0,nmod:poss,şiş,VERB,VN,"{'Aspect': 'Perf', 'Case': 'Nom', 'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Vnoun'}",,
402,23,9,yatağa,10.0,30.0,obl,yatak,NOUN,NN,"{'Case': 'Dat', 'Number': 'Sing'}",,
403,23,10,bastırarak,14.0,2.0,advcl,bastır,ADV,CRB,,,
404,23,11,Andre,14.0,29.0,obj,Andre,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
405,23,12,Price,11.0,21.0,flat,Price,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
406,23,13,III'ü,11.0,21.0,flat,III,NOUN,NN,"{'Case': 'Acc', 'Number': 'Sing'}",,{'Proper': 'True'}
407,23,14,öldürdükten,22.0,2.0,advcl,öldür,NOUN,VN,"{'Case': 'Abl', 'Number': 'Sing', 'Polarity': 'Pos'}",,
408,23,15,sonra,14.0,7.0,case,sonra,ADP,IN,,,
409,23,16,aynı,17.0,4.0,amod,aynı,ADJ,JJ,{'Number': 'Sing'},,
410,23,17,şekilde,22.0,30.0,obl,şekil,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing'}",,
411,23,18,kendi,19.0,26.0,nmod:poss,kendi,PRON,PRR,"{'Number': 'Sing', 'Reflex': 'Yes'}",,
412,23,19,kızı,22.0,29.0,obj,kız,NOUN,NN,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
413,23,20,Angel'i,19.0,5.0,appos,Angel,PROPN,PROPN,"{'Case': 'Acc', 'Number': 'Sing'}",,{'Proper': 'True'}
414,23,21,de,20.0,3.0,advmod:emph,de,ADV,RB,,,
415,23,22,öldürdü,25.0,9.0,ccomp,öl,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'Voice': 'Cau'}",,{'SpaceAfter': 'No'}
416,23,23,.,22.0,33.0,punct,_,PUNCT,.,,,{'SpaceAfter': 'No'}
417,23,24,"""",22.0,33.0,punct,_,PUNCT,'',,,
418,23,25,dedi,0.0,35.0,root,de,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,
419,24,1,Ben,5.0,27.0,nsubj,ben,PRON,PRP,"{'Case': 'Nom', 'Number': 'Sing', 'Person': '1', 'Polarity': 'Pos'}",,
420,24,2,zaten,5.0,3.0,advmod,zaten,ADV,RB,,,
421,24,3,her,4.0,16.0,det,her,DET,DT,"{'Definite': 'Def', 'Polarity': 'Pos'}",,
422,24,4,şekilde,5.0,30.0,obl,şekil,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing'}",,
423,24,5,hapse,0.0,35.0,root,haps,NOUN,NN,"{'Case': 'Dat', 'Number': 'Sing'}",,
424,24,6,gireceğim,5.0,11.0,compound,gir,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Fut'}",,{'SpaceAfter': 'No'}
425,24,7,",",8.0,33.0,punct,",",PUNCT,",",,,
426,24,8,umarım,5.0,12.0,conj,um,VERB,VB,"{'Aspect': 'Hab', 'Number': 'Sing', 'Person': '1', 'Tense': 'Pres'}",,
427,24,9,buna,10.0,30.0,obl,bu,PRON,PRD,"{'Case': 'Dat', 'Number': 'Sing', 'Polarity': 'Pos'}",,
428,24,10,değmiştir,8.0,9.0,ccomp,değmiş,VERB,VB,"{'Aspect': 'Perf', 'Evident': 'Nfh', 'Mood': 'Gen', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
429,24,11,.,8.0,33.0,punct,.,PUNCT,.,,,
430,25,1,Önce,4.0,3.0,advmod,önce,ADV,RB,,,{'orig_deprel': 'advmod'}
431,25,2,Yezidi,3.0,26.0,nmod,Yezi,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
432,25,3,kadınlardan,4.0,26.0,nmod:poss,kadın,NOUN,NN,"{'Case': 'Abl', 'Number': 'Plur'}",,
433,25,4,biri,0.0,35.0,root,biri,PRON,PRI,"{'Case': 'Nom', 'Number': 'Sing', 'Polarity': 'Pos'}",,"{'orig_deprel': 'nsubj', 'SpaceAfter': 'No'}"
434,25,5,",",11.0,33.0,punct,",",PUNCT,",",,,
435,25,6,ardından,11.0,3.0,advmod,ardından,ADV,RB,,,
436,25,7,onun,9.0,26.0,nmod:poss,o,PRON,PRP$,"{'Case': 'Gen', 'Number': 'Sing', 'Polarity': 'Pos'}",,
437,25,8,bir,9.0,16.0,det,bir,DET,DT,"{'Definite': 'Ind', 'Polarity': 'Pos'}",,
438,25,9,arkadaşı,11.0,27.0,nsubj,arkadaş,NOUN,NN,"{'Case': 'Nom', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
439,25,10,ağlamaya,11.0,37.0,xcomp,ağla,VERB,VN,"{'Aspect': 'Perf', 'Case': 'Dat', 'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Vnoun'}",,
440,25,11,başladı,4.0,12.0,conj,başla,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
441,25,12,.,11.0,33.0,punct,.,PUNCT,.,,,
442,26,1,Bay,2.0,26.0,nmod,Bay,NOUN,NN,{'Number': 'Sing'},,
443,26,2,Osborne,15.0,27.0,nsubj,Osborne,PROPN,PROPN,"{'Case': 'Nom', 'Number': 'Sing'}",,"{'Proper': 'True', 'SpaceAfter': 'No'}"
444,26,3,",",2.0,33.0,punct,",",PUNCT,",",,,
445,26,4,Temmuz,5.0,26.0,nmod:poss,temmuz,NOUN,NN,{'Number': 'Sing'},,
